0, 0, 0
-6.793261e-06, -6.1059e-07, 6.14504e-05
0.0001372626, 0.00011878, 0.001365649
0.0001523881, 0.0003825999, 0.002471756
0.0003049178, 0.0002342051, 0.003028245
0.0003200433, 0.0003606187, 0.002760306
0.0001977646, 0.0003496281, 0.002217558
0.0004876986, 0.0004760416, 0.001537406
0.0006402283, 0.0006024552, 0.0009946577
0.0005179495, -9.555853e-05, 0.001001528
0.0009452898, -0.0001065492, 0.001695421
0.00109782, -0.0005297523, 0.003351147
0.001387753, -0.0006781472, 0.005144277
0.001402879, -0.0006891378, 0.00611298
0.001005792, -0.0009749368, 0.006806872
0.002287812, -0.000595696, 0.005590842
0.002302938, 0.0002177407, 0.005872521
0.002318064, 0.0004815605, 0.00642901
0.002607998, 0.0004705699, 0.008084735
0.002897932, 0.0004595794, 0.00974046
0.002775653, 0.0008608034, 0.01125878
0.00251597, 0.000300196, 0.01236489
0.002393692, -0.0003978178, 0.01264657
0.002408817, -0.0008210211, 0.01265344
0.002866406, -0.0004417802, 0.01308626
0.00315634, -0.0001779603, 0.01336794
0.00330887, -5.154674e-05, 0.01447405
0.0034614, 7.486684e-05, 0.01558015
0.003936222, 6.265504e-05, 0.01650382
0.004088752, 5.166442e-05, 0.01719771
0.004653497, -9.673039e-05, 0.01720458
0.005218241, -0.000107721, 0.01693664
0.005645581, -0.003416421, 0.01886718
0.007584372, -0.0002671054, 0.04195802
0.008973543, -0.001789546, 0.06710993
0.008026837, -0.005235651, 0.07714734
0.009553414, -0.003048167, 0.1202992
0.01987388, 0.002024812, 0.2001382
0.01878977, 0.0194642, 0.2369695
0.01385834, 0.008735658, 0.1715718
0.01373606, 0.006526196, 0.03060155
0.0112779, 0.009400702, -0.09044501
0.01252967, 0.01035155, -0.1811252
0.01048372, 0.004569564, -0.2193168
0.006926331, -0.004235319, -0.1951267
0.0113384, 0.0008376609, -0.1167992
0.01792009, 0.003420869, 0.02229239
0.01092759, 0.003684689, 0.1275512
0.01808775, 0.002574462, 0.1914512
0.0189273, -0.002795307, 0.2047863
0.01962945, 0.008048664, 0.1542283
0.01964458, 0.002816301, 0.08319696
0.02364443, 0.00788928, 0.004471004
0.01555269, -0.0005033882, -0.0456748
0.02958308, 0.01336348, -0.06188166
0.01695699, -0.002586438, -0.014058
0.02460738, 0.009767762, 0.04579697
0.02943167, -0.006182159, 0.121926
0.01295824, -0.0077046, 0.1976428
0.02506497, 0.00520044, 0.1987489
0.02356865, -0.002230396, 0.1938092
0.0183624, -0.01845513, 0.1561672
0.02249966, 0.005030064, 0.09255576
0.008636925, 0.01051526, 0.02440996
0.002881059, 0.002122589, -0.003751103
-0.009195418, -0.001048707, 0.0006527137
-0.008218461, -0.00779252, 0.0370718
0.002514219, -0.006704272, 0.0799489
0.02368965, -0.0002572476, 0.1149939
0.03826966, 0.01099894, 0.1332756
0.05161304, 0.01895741, 0.1209161
0.08707854, 0.04546551, 0.1022359
0.1105898, 0.06139345, 0.08712828
0.1217347, 0.065642, 0.06831073
0.1222995, 0.06027223, 0.05086721
0.1155818, 0.05820017, 0.04579012
0.09374958, 0.05544109, 0.04964432
0.07810059, 0.03097209, 0.06682675
0.06368823, 0.02711377, 0.1040703
0.06026825, 0.02655316, 0.1425504
0.04750475, 0.05223682, 0.168939
0.02965728, 0.0901495, 0.1567168
-0.004541339, 0.06499347, 0.1326779
-0.01290789, 0.04409698, 0.109326
0.01252708, 0.0111089, 0.09078323
0.02642006, 0.004090274, 0.07292751
-0.009899009, 0.0594979, 0.06957637
-0.02582282, 0.01634188, 0.0805756
-0.04957868, -0.02310422, 0.09226186
-0.01370096, -0.008962539, 0.1237344
-0.004342323, 0.009576089, 0.1543825
-0.07699728, 0.003304336, 0.1812603
-0.06241726, 0.01318648, 0.2084733
-0.05800519, -0.04123673, 0.1968008
-0.1152878, -0.02956833, 0.1893878
-0.1019444, -0.01941138, 0.1833489
-0.1261125, -0.1191781, 0.1564245
-0.1533035, -0.009815052, 0.1676985
-0.1612052, -0.02358116, 0.1539493
-0.1716328, -0.0671494, 0.1580783
-0.1688696, 0.06694648, 0.1554744
-0.2163965, -0.06428587, 0.1600157
-0.1974195, 0.01223749, 0.1791218
-0.2474197, -0.02336129, 0.1906706
-0.2432824, -0.02048678, 0.2287386
-0.2778933, 0.04367016, 0.2412493
-0.2793896, -0.001409531, 0.2650271
-0.3405195, 0.123755, 0.2784997
-0.3693593, 0.1024464, 0.2874378
-0.4269166, 0.2229392, 0.2981623
-0.4721925, 0.1849059, 0.2998558
-0.5252545, 0.2935138, 0.301679
-0.6373624, 0.269366, 0.3023344
-0.746226, 0.3491648, 0.3080508
-0.9246469, 0.4152079, 0.3053321
-1.865317, 0.6866846, 0.3997737
-2.149454, 0.7621088, 0.4955516
-2.505042, 0.7906779, 0.5782761
-2.744974, 0.9317286, 0.703252
-3.131891, 1.021718, 0.8285719
-3.372731, 1.253997, 0.9822272
-3.710122, 1.446567, 1.13186
-3.956932, 1.663923, 1.331324
-4.252406, 1.913592, 1.526896
-4.496491, 2.166246, 1.764383
-4.7664, 2.451083, 2.002779
-5.001791, 2.754996, 2.276992
-5.255998, 3.129505, 2.551983
-5.517861, 3.516212, 2.856302
-5.789587, 4.020362, 3.162049
-6.13152, 4.484673, 3.487002
-6.436078, 5.023082, 3.822726
-6.848735, 5.585369, 4.166367
-7.236607, 6.129748, 4.53635
-7.674959, 6.821676, 4.897769
-8.138759, 7.715252, 5.366479
-8.697843, 8.323531, 5.785295
-9.212683, 9.207031, 6.214828
-9.745797, 9.969479, 6.692041
-10.28602, 10.776, 7.117177
-10.79847, 11.49518, 7.5841
-11.39507, 12.29719, 8.060214
-11.84665, 13.03753, 8.560747
-12.33536, 13.7074, 9.049601
-12.72154, 14.36039, 9.584004
-13.16026, 14.92841, 10.14682
-13.446, 15.42075, 10.70744
-13.71812, 15.79033, 11.27169
-13.93575, 16.16983, 11.89455
-14.06474, 16.43135, 12.63563
-14.20405, 16.60062, 13.2905
-14.16625, 16.59662, 13.98289
-14.10602, 16.46658, 14.63435
-13.88905, 16.26046, 15.34378
-13.55596, 15.84054, 16.08797
-13.15651, 15.27608, 16.81883
-12.51509, 14.60869, 17.59517
-11.7948, 13.62761, 18.36519
-10.87757, 12.7009, 19.12994
-9.835623, 11.6417, 19.87068
-8.772234, 11.50525, 20.43198
-8.309587, 13.47062, 20.44068
-8.485023, 17.74254, 19.86918
