3390, 3276, 3308, 3308, 0.0, 0.0
3400, 3287, 3319, 3318, 0.003353196, -0.001202577
3411, 3298, 3330, 3329, 0.03371969, -0.00106221
3422, 3309, 3341, 3340, 0.02922373, -0.02534809
3433, 3320, 3352, 3351, 0.04143744, -0.007027434
3444, 3331, 3363, 3362, 0.04754429, -0.0009205801
3455, 3342, 3374, 3373, 0.02311677, 0.005186271
3466, 3353, 3385, 3384, 0.01090307, -0.01313438
3478, 3364, 3395, 3395, -0.01352444, -0.007027434
3488, 3374, 3407, 3407, -0.01963129, 0.01739998
3500, 3386, 3417, 3417, -0.007417583, -0.01924124
3510, 3397, 3429, 3428, 0.007449186, 0.00287864
3521, 3408, 3440, 3439, 0.03603719, -0.01962606
3533, 3419, 3450, 3450, -0.005040891, -0.1209806
3544, 3430, 3461, 3461, -0.01352444, -0.03756179
3555, 3441, 3472, 3472, -0.007417598, -0.03145495
3566, 3452, 3483, 3483, 0.01700994, -0.04366874
3577, 3463, 3494, 3494, -0.01963128, -0.03145495
3588, 3474, 3505, 3505, -0.007417598, -0.01313437
3599, 3485, 3516, 3516, -0.01352444, 0.005186263
3610, 3496, 3527, 3527, -0.02573814, -0.0009205765
3621, 3507, 3538, 3538, 0.02922373, -0.01924124
3632, 3518, 3549, 3549, 0.004156729, -0.0007978331
3643, 3529, 3560, 3560, 0.01022164, -0.01231348
3654, 3540, 3571, 3571, 0.01341915, -0.001133033
3665, 3551, 3582, 3582, 0.004796226, -0.02534808
3676, 3562, 3593, 3593, -0.001310643, -0.0009205765
3686, 3573, 3605, 3604, -0.001310643, 0.0296138
3697, 3584, 3616, 3615, -0.001310643, 0.03572063
3708, 3595, 3627, 3626, -0.01352444, 0.0418275
3719, 3606, 3638, 3637, 0.01090307, 0.0296138
3730, 3617, 3649, 3648, 0.004796226, 0.01739997
3741, 3628, 3660, 3659, -0.007417598, 0.0296138
3752, 3639, 3671, 3670, 0.02311677, 0.02350684
3764, 3650, 3681, 3681, -0.03795186, -0.1658061
3775, 3660, 3692, 3693, -0.2455854, 0.2433542
3784, 3672, 3705, 3703, 1.024644, 0.487629
3797, 3683, 3714, 3714, -0.1112343, -0.6971037
3807, 3694, 3726, 3725, 0.3101398, 0.4326672
3819, 3704, 3736, 3737, -0.6119978, -0.1352717
3830, 3715, 3747, 3748, -0.1906237, -0.01924124
3840, 3725, 3759, 3760, -0.7219213, 0.6891557
3850, 3737, 3771, 3770, 0.536094, 0.4754152
3862, 3749, 3781, 3780, 0.3111288, -0.1436986
3874, 3759, 3791, 3792, -0.66648, -0.3167379
3884, 3770, 3803, 3803, -0.1648054, 0.2870383
3895, 3782, 3814, 3813, 0.3215812, -0.1815206
3906, 3792, 3825, 3825, 0.2124297, 0.1883924
3917, 3803, 3836, 3836, 0.04754429, 0.07846871
3928, 3814, 3847, 3847, 0.004796218, -0.08030998
3940, 3826, 3857, 3857, -0.1417686, -0.4345084
3951, 3836, 3868, 3869, -0.06237937, -0.04977561
3961, 3847, 3880, 3880, -0.01352444, 0.3715985
3972, 3859, 3891, 3890, 0.3345672, 0.07236187
3983, 3870, 3902, 3901, 0.02922373, -0.07420302
3995, 3880, 3912, 3913, -0.2761198, -0.1596992
4005, 3891, 3924, 3924, 0.05365114, 0.01739997
4017, 3903, 3934, 3934, 0.249071, -0.3367985
4028, 3914, 3945, 3945, -0.1539825, -0.1658061
4038, 3924, 3957, 3957, -0.1600893, 0.4021329
4049, 3936, 3968, 3967, 0.3284604, -0.1841267
4061, 3946, 3978, 3979, -0.2822267, -0.1780198
4071, 3957, 3990, 3990, -0.031845, 0.1761786
4083, 3969, 4000, 4000, -0.1417686, -0.1963405
4094, 3980, 4011, 4011, 0.2796054, -0.263516
4105, 3990, 4022, 4023, -0.1916703, 0.05212831
4116, 4002, 4033, 4033, 0.08304439, -0.08561888
4128, 4011, 4043, 4046, -1.002837, -0.06809616
4137, 4024, 4056, 4055, 0.5447366, 0.058794
4150, 4034, 4065, 4067, -1.106487, -0.4445858
4159, 4045, 4078, 4078, 0.1818954, 0.5792321
4170, 4057, 4089, 4088, 0.5544145, -0.2451954
4182, 4067, 4099, 4100, -0.05016568, 0.1944993
4192, 4077, 4111, 4112, -0.3432954, 0.7013695
4204, 4089, 4121, 4122, -0.3677229, -0.4161878
4215, 4101, 4132, 4132, -0.06237936, -0.312371
4226, 4110, 4143, 4145, -0.7280282, 0.6341939
4236, 4121, 4155, 4156, -0.07459315, 0.5853389
4247, 4133, 4166, 4166, 0.4505976, 0.5120565
4260, 4144, 4175, 4177, -0.6547458, -0.3978672
4270, 4154, 4187, 4189, -0.6608527, 0.1517511
4280, 4168, 4199, 4197, 0.9269336, -0.5749664
4291, 4177, 4210, 4210, 0.3834222, 0.4815221
4302, 4187, 4221, 4222, -0.05016556, 0.5914459
4315, 4198, 4230, 4233, -0.9356618, -0.5077909
4324, 4209, 4243, 4244, -0.2394786, 0.4815222
4336, 4222, 4253, 4253, 0.3773153, -0.5322184
4346, 4232, 4265, 4265, 0.1434781, 0.2304526
4354, 4236, 4279, 4283, -1.374692, 4.278573
4367, 4254, 4288, 4287, 0.6399109, 0.1456444
4379, 4265, 4298, 4298, 0.04754433, -0.3734396
4392, 4276, 4307, 4309, -0.4104711, -1.36886
4402, 4287, 4319, 4320, 0.02257308, -0.3284744
4418, 4304, 4325, 4325, 0.3367419, -5.426583
4426, 4309, 4339, 4342, -0.7280281, -0.6787832
4435, 4318, 4352, 4355, -0.9967304, 0.9334305
4447, 4329, 4362, 4366, -0.984517, 0.6708351
4457, 4340, 4374, 4377, -0.7646694, 1.025034
4468, 4350, 4385, 4389, -0.972303, 1.159385
4480, 4362, 4395, 4399, -0.953982, 0.2738886
4491, 4374, 4406, 4409, -0.2028374, -0.1963405
4502, 4385, 4417, 4420, -0.03184539, -0.09252372
4513, 4395, 4428, 4432, -0.7097079, 0.02961377
4525, 4407, 4438, 4442, -0.9539824, -0.6848901
4537, 4418, 4448, 4453, -0.7890967, -0.8192411
4549, 4430, 4458, 4463, -0.6364254, -1.686417
4547, 4432, 4460, 4461, 1.061285, -1.796341
4546, 4434, 4461, 4459, 1.800216, -1.771913
4548, 4434, 4459, 4459, 1.091819, -2.205501
4550, 4433, 4457, 4460, -0.3738293, -2.602447
4551, 4432, 4456, 4461, -1.170805, -2.297796
4548, 4427, 4459, 4466, -1.741971, 1.788721
4547, 4428, 4460, 4465, -0.7280285, 1.446408
4546, 4431, 4461, 4462, 0.8658648, 0.5792325
4546, 4433, 4461, 4460, 1.708613, -0.672676
4546, 4433, 4461, 4460, 1.702506, -0.5566459
4545, 4434, 4462, 4459, 2.19001, -0.7735205
4545, 4440, 4462, 4453, 4.353156, -2.911221
4544, 4435, 4463, 4458, 2.465865, -0.2451952
4539, 4435, 4468, 4458, 4.0964, 1.996026
4538, 4434, 4469, 4459, 3.858232, 2.802133
4535, 4435, 4472, 4458, 4.725407, 3.382285
4537, 4441, 4470, 4452, 6.508615, -0.5138979
4542, 4449, 4465, 4444, 6.752887, -6.07115
4546, 4456, 4461, 4437, 7.229222, -10.23603
4551, 4462, 4456, 4431, 6.783423, -13.8513
4555, 4468, 4452, 4425, 6.899452, -16.72764
4558, 4470, 4449, 4423, 5.28724, -16.66657
4560, 4474, 4447, 4419, 5.629224, -17.24061
4562, 4478, 4445, 4415, 6.337621, -17.92459
4563, 4486, 4444, 4407, 7.998686, -19.84215
4569, 4493, 4438, 4400, 8.03533, -22.94444
4573, 4503, 4434, 4390, 9.323883, -26.30932
4577, 4506, 4430, 4387, 7.689044, -25.3948
4582, 4519, 4425, 4374, 10.32849, -30.30758
4578, 4519, 4429, 4374, 10.39869, -25.2284
4581, 4530, 4426, 4363, 13.17731, -28.34901
4585, 4540, 4422, 4353, 14.25212, -31.08488
4592, 4550, 4415, 4343, 13.61702, -34.46808
4595, 4555, 4412, 4338, 12.96968, -34.1139
4597, 4561, 4410, 4332, 13.17121, -33.52764
4595, 4564, 4412, 4329, 13.38495, -29.88184
4594, 4562, 4413, 4331, 11.66381, -24.29393
4603, 4578, 4404, 4315, 13.42185, -32.35104
4600, 4572, 4407, 4321, 10.20938, -24.63602
4596, 4570, 4411, 4323, 9.45213, -18.90171
4589, 4568, 4418, 4325, 10.60633, -12.82536
4586, 4566, 4421, 4327, 9.86739, -9.081855
4589, 4564, 4418, 4329, 6.447543, -8.043671
4587, 4558, 4420, 4335, 4.084191, -3.536811
4581, 4551, 4426, 4342, 2.838369, 2.509014
4574, 4539, 4433, 4354, 0.3956428, 10.54564
4566, 4528, 4441, 4365, -0.8501786, 17.77009
4555, 4513, 4452, 4380, -2.321918, 26.55787
4541, 4499, 4466, 4394, -2.43184, 35.93803
4528, 4482, 4479, 4411, -3.708179, 44.40824
4523, 4473, 4484, 4420, -4.817429, 44.67952
4491, 4442, 4516, 4451, -4.081374, 66.86918
4483, 4434, 4524, 4459, -3.360103, 65.66626
4461, 4418, 4546, 4475, -0.6180984, 74.57619
